Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,Survived,Survived_label,Sex_label
856,18.0,9.35,1,0,1,3,2.0,1,Survived,Female
857,45.0,164.8667,1,1,1,1,2.0,1,Survived,Female
858,51.0,26.55,0,0,0,1,2.0,1,Survived,Male
859,24.0,19.2583,1,0,3,3,0.0,1,Survived,Female
860,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
861,41.0,14.1083,0,2,0,3,2.0,0,Not Survived,Male
862,21.0,11.5,0,1,0,2,2.0,0,Not Survived,Male
863,48.0,25.9292,1,0,0,1,2.0,1,Survived,Female
864,28.0,69.55,1,8,2,3,2.0,0,Not Survived,Female
865,24.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
866,42.0,13.0,1,0,0,2,2.0,1,Survived,Female
867,27.0,13.8583,1,1,0,2,0.0,1,Survived,Female
868,31.0,50.4958,0,0,0,1,2.0,0,Not Survived,Male
869,28.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
870,4.0,11.1333,0,1,1,3,2.0,1,Survived,Male
871,26.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
872,47.0,52.5542,1,1,1,1,2.0,1,Survived,Female
873,33.0,5.0,0,0,0,1,2.0,0,Not Survived,Male
874,47.0,9.0,0,0,0,3,2.0,0,Not Survived,Male
875,28.0,24.0,1,1,0,2,0.0,1,Survived,Female
876,15.0,7.225,1,0,0,3,0.0,1,Survived,Female
877,20.0,9.8458,0,0,0,3,2.0,0,Not Survived,Male
878,19.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
879,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
880,56.0,83.1583,1,0,1,1,0.0,1,Survived,Female
881,25.0,26.0,1,0,1,2,2.0,1,Survived,Female
882,33.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
883,22.0,10.5167,1,0,0,3,2.0,0,Not Survived,Female
884,28.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
885,25.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
886,39.0,29.125,1,0,5,3,1.0,0,Not Survived,Female
887,27.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
888,19.0,30.0,1,0,0,1,2.0,1,Survived,Female
889,28.0,23.45,1,1,2,3,2.0,0,Not Survived,Female
890,26.0,30.0,0,0,0,1,0.0,1,Survived,Male
891,32.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
892,34.5,7.8292,0,0,0,3,1.0,0,Not Survived,Male
893,47.0,7.0,1,1,0,3,2.0,0,Not Survived,Female
894,62.0,9.6875,0,0,0,2,1.0,0,Not Survived,Male
895,27.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
896,22.0,12.2875,1,1,1,3,2.0,0,Not Survived,Female
897,14.0,9.225,0,0,0,3,2.0,0,Not Survived,Male
898,30.0,7.6292,1,0,0,3,1.0,0,Not Survived,Female
899,26.0,29.0,0,1,1,2,2.0,0,Not Survived,Male
900,18.0,7.2292,1,0,0,3,0.0,0,Not Survived,Female
901,21.0,24.15,0,2,0,3,2.0,0,Not Survived,Male
902,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
903,46.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
904,23.0,82.2667,1,1,0,1,2.0,0,Not Survived,Female
905,63.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
906,47.0,61.175,1,1,0,1,2.0,0,Not Survived,Female
907,24.0,27.7208,1,1,0,2,0.0,0,Not Survived,Female
908,35.0,12.35,0,0,0,2,1.0,0,Not Survived,Male
909,21.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
910,27.0,7.925,1,1,0,3,2.0,0,Not Survived,Female
911,45.0,7.225,1,0,0,3,0.0,0,Not Survived,Female
912,55.0,59.4,0,1,0,1,0.0,0,Not Survived,Male
913,9.0,3.1708,0,0,1,3,2.0,0,Not Survived,Male
914,28.0,31.6833,1,0,0,1,2.0,0,Not Survived,Female
915,21.0,61.3792,0,0,1,1,0.0,0,Not Survived,Male
916,48.0,262.375,1,1,3,1,0.0,0,Not Survived,Female
917,50.0,14.5,0,1,0,3,2.0,0,Not Survived,Male
918,22.0,61.9792,1,0,1,1,0.0,0,Not Survived,Female
919,22.5,7.225,0,0,0,3,0.0,0,Not Survived,Male
920,41.0,30.5,0,0,0,1,2.0,0,Not Survived,Male
921,28.0,21.6792,0,2,0,3,0.0,0,Not Survived,Male
922,50.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
923,24.0,31.5,0,2,0,2,2.0,0,Not Survived,Male
924,33.0,20.575,1,1,2,3,2.0,0,Not Survived,Female
925,28.0,23.45,1,1,2,3,2.0,0,Not Survived,Female
926,30.0,57.75,0,1,0,1,0.0,0,Not Survived,Male
927,18.5,7.2292,0,0,0,3,0.0,0,Not Survived,Male
928,28.0,8.05,1,0,0,3,2.0,0,Not Survived,Female
929,21.0,8.6625,1,0,0,3,2.0,0,Not Survived,Female
930,25.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
931,28.0,56.4958,0,0,0,3,2.0,0,Not Survived,Male
932,39.0,13.4167,0,0,1,3,0.0,0,Not Survived,Male
933,28.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
934,41.0,7.85,0,0,0,3,2.0,0,Not Survived,Male
935,30.0,13.0,1,0,0,2,2.0,0,Not Survived,Female
936,45.0,52.5542,1,1,0,1,2.0,0,Not Survived,Female
937,25.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
938,45.0,29.7,0,0,0,1,0.0,0,Not Survived,Male
939,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
940,60.0,76.2917,1,0,0,1,0.0,0,Not Survived,Female
941,36.0,15.9,1,0,2,3,2.0,0,Not Survived,Female
942,24.0,60.0,0,1,0,1,2.0,0,Not Survived,Male
943,27.0,15.0333,0,0,0,2,0.0,0,Not Survived,Male
944,20.0,23.0,1,2,1,2,2.0,0,Not Survived,Female
945,28.0,263.0,1,3,2,1,2.0,0,Not Survived,Female
946,28.0,15.5792,0,0,0,2,0.0,0,Not Survived,Male
947,10.0,29.125,0,4,1,3,1.0,0,Not Survived,Male
948,35.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
949,25.0,7.65,0,0,0,3,2.0,0,Not Survived,Male
950,28.0,16.1,0,1,0,3,2.0,0,Not Survived,Male
951,36.0,262.375,1,0,0,1,0.0,0,Not Survived,Female
952,17.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
953,32.0,13.5,0,0,0,2,2.0,0,Not Survived,Male
954,18.0,7.75,0,0,0,3,2.0,0,Not Survived,Male
955,22.0,7.725,1,0,0,3,1.0,0,Not Survived,Female
956,13.0,262.375,0,2,2,1,0.0,0,Not Survived,Male
957,28.0,21.0,1,0,0,2,2.0,0,Not Survived,Female
958,18.0,7.8792,1,0,0,3,1.0,0,Not Survived,Female
959,47.0,42.4,0,0,0,1,2.0,0,Not Survived,Male
960,31.0,28.5375,0,0,0,1,0.0,0,Not Survived,Male
961,60.0,263.0,1,1,4,1,2.0,0,Not Survived,Female
962,24.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
963,21.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
964,29.0,7.925,1,0,0,3,2.0,0,Not Survived,Female
965,28.5,27.7208,0,0,0,1,0.0,0,Not Survived,Male
966,35.0,211.5,1,0,0,1,0.0,0,Not Survived,Female
967,32.5,211.5,0,0,0,1,0.0,0,Not Survived,Male
968,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
969,55.0,25.7,1,2,0,1,2.0,0,Not Survived,Female
970,30.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
971,24.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
972,6.0,15.2458,0,1,1,3,0.0,0,Not Survived,Male
973,67.0,221.7792,0,1,0,1,2.0,0,Not Survived,Male
974,49.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
975,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
976,28.0,10.7083,0,0,0,2,1.0,0,Not Survived,Male
977,28.0,14.4542,0,1,0,3,0.0,0,Not Survived,Male
978,27.0,7.8792,1,0,0,3,1.0,0,Not Survived,Female
979,18.0,8.05,1,0,0,3,2.0,0,Not Survived,Female
980,28.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
981,2.0,23.0,0,1,1,2,2.0,0,Not Survived,Male
982,22.0,13.9,1,1,0,3,2.0,0,Not Survived,Female
983,28.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
984,27.0,52.0,1,1,2,1,2.0,0,Not Survived,Female
985,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
986,25.0,26.0,0,0,0,1,0.0,0,Not Survived,Male
987,25.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
988,76.0,78.85,1,1,0,1,2.0,0,Not Survived,Female
989,29.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
990,20.0,7.8542,1,0,0,3,2.0,0,Not Survived,Female
991,33.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
992,43.0,55.4417,1,1,0,1,0.0,0,Not Survived,Female
993,27.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
994,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
995,26.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
996,16.0,8.5167,1,1,1,3,0.0,0,Not Survived,Female
997,28.0,22.525,0,0,0,3,2.0,0,Not Survived,Male
998,21.0,7.8208,0,0,0,3,1.0,0,Not Survived,Male
999,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1000,28.0,8.7125,0,0,0,3,2.0,0,Not Survived,Male
1001,18.5,13.0,0,0,0,2,2.0,0,Not Survived,Male
1002,41.0,15.0458,0,0,0,2,0.0,0,Not Survived,Male
1003,28.0,7.7792,1,0,0,3,1.0,0,Not Survived,Female
1004,36.0,31.6792,1,0,0,1,0.0,0,Not Survived,Female
1005,18.5,7.2833,1,0,0,3,1.0,0,Not Survived,Female
1006,63.0,221.7792,1,1,0,1,2.0,0,Not Survived,Female
1007,18.0,14.4542,0,1,0,3,0.0,0,Not Survived,Male
1008,28.0,6.4375,0,0,0,3,0.0,0,Not Survived,Male
1009,1.0,16.7,1,1,1,3,2.0,0,Not Survived,Female
1010,36.0,75.2417,0,0,0,1,0.0,0,Not Survived,Male
1011,29.0,26.0,1,1,0,2,2.0,0,Not Survived,Female
1012,12.0,15.75,1,0,0,2,2.0,0,Not Survived,Female
1013,28.0,7.75,0,1,0,3,1.0,0,Not Survived,Male
1014,35.0,57.75,1,1,0,1,0.0,0,Not Survived,Female
1015,28.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
1016,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1017,17.0,16.1,1,0,1,3,2.0,0,Not Survived,Female
1018,22.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
1019,28.0,23.25,1,2,0,3,1.0,0,Not Survived,Female
1020,42.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1021,24.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1022,32.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1023,53.0,28.5,0,0,0,1,0.0,0,Not Survived,Male
1024,28.0,25.4667,1,0,4,3,2.0,0,Not Survived,Female
1025,28.0,6.4375,0,1,0,3,0.0,0,Not Survived,Male
1026,43.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
1027,24.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1028,26.5,7.225,0,0,0,3,0.0,0,Not Survived,Male
1029,26.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1030,23.0,8.05,1,0,0,3,2.0,0,Not Survived,Female
1031,40.0,46.9,0,1,6,3,2.0,0,Not Survived,Male
1032,10.0,46.9,1,5,2,3,2.0,0,Not Survived,Female
1033,33.0,151.55,1,0,0,1,2.0,0,Not Survived,Female
1034,61.0,262.375,0,1,3,1,0.0,0,Not Survived,Male
1035,28.0,26.0,0,0,0,2,2.0,0,Not Survived,Male
1036,42.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
1037,31.0,18.0,0,3,0,3,2.0,0,Not Survived,Male
1038,28.0,51.8625,0,0,0,1,2.0,0,Not Survived,Male
1039,22.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1040,28.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
1041,30.0,26.0,0,1,1,2,2.0,0,Not Survived,Male
1042,23.0,83.1583,1,0,1,1,0.0,0,Not Survived,Female
1043,28.0,7.8958,0,0,0,3,0.0,0,Not Survived,Male
1044,60.5,14.4542,0,0,0,3,2.0,0,Not Survived,Male
1045,36.0,12.1833,1,0,2,3,2.0,0,Not Survived,Female
1046,13.0,31.3875,0,4,2,3,2.0,0,Not Survived,Male
1047,24.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
1048,29.0,221.7792,1,0,0,1,2.0,0,Not Survived,Female
1049,23.0,7.8542,1,0,0,3,2.0,0,Not Survived,Female
1050,42.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
1051,26.0,13.775,1,0,2,3,2.0,0,Not Survived,Female
1052,28.0,7.7333,1,0,0,3,1.0,0,Not Survived,Female
1053,7.0,15.2458,0,1,1,3,0.0,0,Not Survived,Male
1054,26.0,13.5,1,0,0,2,2.0,0,Not Survived,Female
1055,28.0,7.0,0,0,0,3,2.0,0,Not Survived,Male
1056,41.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1057,26.0,22.025,1,1,1,3,2.0,0,Not Survived,Female
1058,48.0,50.4958,0,0,0,1,0.0,0,Not Survived,Male
1059,18.0,34.375,0,2,2,3,2.0,0,Not Survived,Male
1060,28.0,27.7208,1,0,0,1,0.0,0,Not Survived,Female
1061,22.0,8.9625,1,0,0,3,2.0,0,Not Survived,Female
1062,28.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
1063,27.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
1064,23.0,13.9,0,1,0,3,2.0,0,Not Survived,Male
1065,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
1066,40.0,31.3875,0,1,5,3,2.0,0,Not Survived,Male
1067,15.0,39.0,1,0,2,2,2.0,0,Not Survived,Female
1068,20.0,36.75,1,0,0,2,2.0,0,Not Survived,Female
1069,54.0,55.4417,0,1,0,1,0.0,0,Not Survived,Male
1070,36.0,39.0,1,0,3,2,2.0,0,Not Survived,Female
1071,64.0,83.1583,1,0,2,1,0.0,0,Not Survived,Female
1072,30.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1073,37.0,83.1583,0,1,1,1,0.0,0,Not Survived,Male
1074,18.0,53.1,1,1,0,1,2.0,0,Not Survived,Female
1075,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1076,27.0,247.5208,1,1,1,1,0.0,0,Not Survived,Female
1077,40.0,16.0,0,0,0,2,2.0,0,Not Survived,Male
1078,21.0,21.0,1,0,1,2,2.0,0,Not Survived,Female
1079,17.0,8.05,0,2,0,3,2.0,0,Not Survived,Male
1080,28.0,69.55,1,8,2,3,2.0,0,Not Survived,Female
1081,40.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1082,34.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
1083,28.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
1084,11.5,14.5,0,1,1,3,2.0,0,Not Survived,Male
1085,61.0,12.35,0,0,0,2,1.0,0,Not Survived,Male
1086,8.0,32.5,0,0,2,2,2.0,0,Not Survived,Male
1087,33.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1088,6.0,134.5,0,0,2,1,0.0,0,Not Survived,Male
1089,18.0,7.775,1,0,0,3,2.0,0,Not Survived,Female
1090,23.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1091,28.0,8.1125,1,0,0,3,2.0,0,Not Survived,Female
1092,28.0,15.5,1,0,0,3,1.0,0,Not Survived,Female
1093,0.33,14.4,0,0,2,3,2.0,0,Not Survived,Male
1094,47.0,227.525,0,1,0,1,0.0,0,Not Survived,Male
1095,8.0,26.0,1,1,1,2,2.0,0,Not Survived,Female
1096,25.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1097,28.0,25.7417,0,0,0,1,0.0,0,Not Survived,Male
1098,35.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1099,24.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1100,33.0,27.7208,1,0,0,1,0.0,0,Not Survived,Female
1101,25.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
1102,32.0,22.525,0,0,0,3,2.0,0,Not Survived,Male
1103,28.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
1104,17.0,73.5,0,0,0,2,2.0,0,Not Survived,Male
1105,60.0,26.0,1,1,0,2,2.0,0,Not Survived,Female
1106,38.0,7.775,1,4,2,3,2.0,0,Not Survived,Female
1107,42.0,42.5,0,0,0,1,2.0,0,Not Survived,Male
1108,28.0,7.8792,1,0,0,3,1.0,0,Not Survived,Female
1109,57.0,164.8667,0,1,1,1,2.0,0,Not Survived,Male
1110,50.0,211.5,1,1,1,1,0.0,0,Not Survived,Female
1111,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1112,30.0,13.8583,1,1,0,2,0.0,0,Not Survived,Female
1113,21.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1114,22.0,10.5,1,0,0,2,2.0,0,Not Survived,Female
1115,21.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
1116,53.0,27.4458,1,0,0,1,0.0,0,Not Survived,Female
1117,28.0,15.2458,1,0,2,3,0.0,0,Not Survived,Female
1118,23.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
1119,28.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1120,40.5,15.1,0,0,0,3,2.0,0,Not Survived,Male
1121,36.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1122,14.0,65.0,0,0,0,2,2.0,0,Not Survived,Male
1123,21.0,26.55,1,0,0,1,2.0,0,Not Survived,Female
1124,21.0,6.4958,0,1,0,3,2.0,0,Not Survived,Male
1125,28.0,7.8792,0,0,0,3,1.0,0,Not Survived,Male
1126,39.0,71.2833,0,1,0,1,0.0,0,Not Survived,Male
1127,20.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1128,64.0,75.25,0,1,0,1,0.0,0,Not Survived,Male
1129,20.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
1130,18.0,13.0,1,1,1,2,2.0,0,Not Survived,Female
1131,48.0,106.425,1,1,0,1,0.0,0,Not Survived,Female
1132,55.0,27.7208,1,0,0,1,0.0,0,Not Survived,Female
1133,45.0,30.0,1,0,2,2,2.0,0,Not Survived,Female
1134,45.0,134.5,0,1,1,1,0.0,0,Not Survived,Male
1135,28.0,7.8875,0,0,0,3,2.0,0,Not Survived,Male
1136,28.0,23.45,0,1,2,3,2.0,0,Not Survived,Male
1137,41.0,51.8625,0,1,0,1,2.0,0,Not Survived,Male
1138,22.0,21.0,1,0,0,2,2.0,0,Not Survived,Female
1139,42.0,32.5,0,1,1,2,2.0,0,Not Survived,Male
1140,29.0,26.0,1,1,0,2,2.0,0,Not Survived,Female
1141,28.0,14.4542,1,1,0,3,0.0,0,Not Survived,Female
1142,0.92,27.75,1,1,2,2,2.0,0,Not Survived,Female
1143,20.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
1144,27.0,136.7792,0,1,0,1,0.0,0,Not Survived,Male
1145,24.0,9.325,0,0,0,3,2.0,0,Not Survived,Male
1146,32.5,9.5,0,0,0,3,2.0,0,Not Survived,Male
1147,28.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
1148,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1149,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1150,19.0,13.0,1,0,0,2,2.0,0,Not Survived,Female
1151,21.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
1152,36.5,17.4,0,1,0,3,2.0,0,Not Survived,Male
1153,21.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1154,29.0,23.0,1,0,2,2,2.0,0,Not Survived,Female
1155,1.0,12.1833,1,1,1,3,2.0,0,Not Survived,Female
1156,30.0,12.7375,0,0,0,2,0.0,0,Not Survived,Male
1157,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
1158,28.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
1159,28.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
1160,28.0,8.05,1,0,0,3,2.0,0,Not Survived,Female
1161,17.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
1162,46.0,75.2417,0,0,0,1,0.0,0,Not Survived,Male
1163,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1164,26.0,136.7792,1,1,0,1,0.0,0,Not Survived,Female
1165,28.0,15.5,1,1,0,3,1.0,0,Not Survived,Female
1166,28.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
1167,20.0,26.0,1,1,0,2,2.0,0,Not Survived,Female
1168,28.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1169,40.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
1170,30.0,21.0,0,1,0,2,2.0,0,Not Survived,Male
1171,22.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1172,23.0,8.6625,1,0,0,3,2.0,0,Not Survived,Female
1173,0.75,13.775,0,1,1,3,2.0,0,Not Survived,Male
1174,28.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1175,9.0,15.2458,1,1,1,3,0.0,0,Not Survived,Female
1176,2.0,20.2125,1,1,1,3,2.0,0,Not Survived,Female
1177,36.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
1178,28.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
1179,24.0,82.2667,0,1,0,1,2.0,0,Not Survived,Male
1180,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
1181,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1182,28.0,39.6,0,0,0,1,2.0,0,Not Survived,Male
1183,30.0,6.95,1,0,0,3,1.0,0,Not Survived,Female
1184,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
1185,53.0,81.8583,0,1,1,1,2.0,0,Not Survived,Male
1186,36.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
1187,26.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
1188,1.0,41.5792,1,1,2,2,0.0,0,Not Survived,Female
1189,28.0,21.6792,0,2,0,3,0.0,0,Not Survived,Male
1190,30.0,45.5,0,0,0,1,2.0,0,Not Survived,Male
1191,29.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1192,32.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
1193,28.0,15.0458,0,0,0,2,0.0,0,Not Survived,Male
1194,43.0,21.0,0,0,1,2,2.0,0,Not Survived,Male
1195,24.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
1196,28.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1197,64.0,26.55,1,1,1,1,2.0,0,Not Survived,Female
1198,30.0,151.55,0,1,2,1,2.0,0,Not Survived,Male
1199,0.83,9.35,0,0,1,3,2.0,0,Not Survived,Male
1200,55.0,93.5,0,1,1,1,2.0,0,Not Survived,Male
1201,45.0,14.1083,1,1,0,3,2.0,0,Not Survived,Female
1202,18.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
1203,22.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
1204,28.0,7.575,0,0,0,3,2.0,0,Not Survived,Male
1205,37.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1206,55.0,135.6333,1,0,0,1,0.0,0,Not Survived,Female
1207,17.0,7.7333,1,0,0,3,1.0,0,Not Survived,Female
1208,57.0,146.5208,0,1,0,1,0.0,0,Not Survived,Male
1209,19.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1210,27.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
1211,22.0,31.5,0,2,0,2,2.0,0,Not Survived,Male
1212,26.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
1213,25.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
1214,26.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1215,33.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
1216,39.0,211.3375,1,0,0,1,2.0,0,Not Survived,Female
1217,23.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
1218,12.0,39.0,1,2,1,2,2.0,0,Not Survived,Female
1219,46.0,79.2,0,0,0,1,0.0,0,Not Survived,Male
1220,29.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
1221,21.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1222,48.0,36.75,1,0,2,2,2.0,0,Not Survived,Female
1223,39.0,29.7,0,0,0,1,0.0,0,Not Survived,Male
1224,28.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
1225,19.0,15.7417,1,1,1,3,0.0,0,Not Survived,Female
1226,27.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
1227,30.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
1228,32.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1229,39.0,7.2292,0,0,2,3,0.0,0,Not Survived,Male
1230,25.0,31.5,0,0,0,2,2.0,0,Not Survived,Male
1231,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
1232,18.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1233,32.0,7.5792,0,0,0,3,2.0,0,Not Survived,Male
1234,28.0,69.55,0,1,9,3,2.0,0,Not Survived,Male
1235,58.0,512.3292,1,0,1,1,0.0,0,Not Survived,Female
1236,28.0,14.5,0,1,1,3,2.0,0,Not Survived,Male
1237,16.0,7.65,1,0,0,3,2.0,0,Not Survived,Female
1238,26.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1239,38.0,7.2292,1,0,0,3,0.0,0,Not Survived,Female
1240,24.0,13.5,0,0,0,2,2.0,0,Not Survived,Male
1241,31.0,21.0,1,0,0,2,2.0,0,Not Survived,Female
1242,45.0,63.3583,1,0,1,1,0.0,0,Not Survived,Female
1243,25.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1244,18.0,73.5,0,0,0,2,2.0,0,Not Survived,Male
1245,49.0,65.0,0,1,2,2,2.0,0,Not Survived,Male
1246,0.17,20.575,1,1,2,3,2.0,0,Not Survived,Female
1247,50.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
1248,59.0,51.4792,1,2,0,1,2.0,0,Not Survived,Female
1249,28.0,7.8792,0,0,0,3,2.0,0,Not Survived,Male
1250,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1251,30.0,15.55,1,1,0,3,2.0,0,Not Survived,Female
1252,14.5,69.55,0,8,2,3,2.0,0,Not Survived,Male
1253,24.0,37.0042,1,1,1,2,0.0,0,Not Survived,Female
1254,31.0,21.0,1,0,0,2,2.0,0,Not Survived,Female
1255,27.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
1256,25.0,55.4417,1,1,0,1,0.0,0,Not Survived,Female
1257,28.0,69.55,1,1,9,3,2.0,0,Not Survived,Female
1258,28.0,14.4583,0,1,0,3,0.0,0,Not Survived,Male
1259,22.0,39.6875,1,0,0,3,2.0,0,Not Survived,Female
1260,45.0,59.4,1,0,1,1,0.0,0,Not Survived,Female
1261,29.0,13.8583,0,0,0,2,0.0,0,Not Survived,Male
1262,21.0,11.5,0,1,0,2,2.0,0,Not Survived,Male
1263,31.0,134.5,1,0,0,1,0.0,0,Not Survived,Female
1264,49.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
1265,44.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
